Trigram,Occurrences
to cut loose,1
loose from these,1
from these fish,1
these fish instantly,1
fish instantly the,1
instantly the captain,1
the captain ran,1
captain ran forward,1
ran forward and,1
forward and in,1
in a loud,1
loud voice commanded,1
voice commanded his,1
commanded his crew,2
crew to desist,1
to desist from,1
from hoisting the,1
hoisting the cuttingtackles,1
the cuttingtackles and,1
cuttingtackles and at,1
at once cast,1
once cast loose,1
cast loose the,2
loose the cables,1
the cables and,1
cables and chains,1
and chains confining,1
chains confining the,1
confining the whales,1
the whales to,1
whales to the,1
the ship what,1
ship what now,1
the guernseyman when,1
guernseyman when the,1
captain had returned,1
had returned to,1
returned to them,1
to them why,1
them why let,1
why let me,1
let me see,2
me see yes,1
see yes you,1
yes you may,1
as well tell,1
well tell him,1
tell him now,1
him now thatthatin,1
now thatthatin fact,1
thatthatin fact tell,1
tell him ive,1
him ive diddled,1
ive diddled him,1
diddled him and,1
him and aside,1
and aside to,1
aside to himself,1
to himself perhaps,1
himself perhaps somebody,1
perhaps somebody else,1
somebody else he,1
else he says,1
says monsieur that,2
monsieur that hes,1
that hes very,1
hes very happy,1
very happy to,1
happy to have,1
have been of,1
been of any,1
of any service,1
any service to,1
service to us,1
to us hearing,1
us hearing this,1
hearing this the,1
the captain vowed,1
captain vowed that,1
vowed that they,1
were the grateful,1
the grateful parties,1
grateful parties meaning,1
parties meaning himself,1
meaning himself and,1
himself and mate,1
and mate and,1
mate and concluded,1
and concluded by,1
concluded by inviting,1
by inviting stubb,1
inviting stubb down,1
stubb down into,1
his cabin to,1
cabin to drink,1
to drink a,1
drink a bottle,1
a bottle of,1
bottle of bordeaux,1
of bordeaux he,1
bordeaux he wants,1
he wants you,1
wants you to,1
you to take,1
take a glass,1
a glass of,2
glass of wine,1
of wine with,1
wine with him,1
with him said,1
him said the,1
said the interpreter,1
the interpreter thank,1
interpreter thank him,1
him heartily but,1
heartily but tell,1
but tell him,1
tell him its,1
him its against,1
its against my,1
my principles to,1
principles to drink,1
to drink with,1
drink with the,1
with the man,2
the man ive,1
man ive diddled,1
ive diddled in,1
diddled in fact,1
tell him i,2
him i must,2
i must go,3
must go he,1
go he says,1
monsieur that his,1
that his principles,1
his principles wont,1
principles wont admit,1
wont admit of,1
admit of his,1
of his drinking,1
his drinking but,1
drinking but that,1
but that if,1
that if monsieur,1
if monsieur wants,1
monsieur wants to,1
wants to live,1
to live another,1
live another day,1
another day to,1
day to drink,1
to drink then,1
drink then monsieur,1
then monsieur had,1
monsieur had best,1
had best drop,1
best drop all,1
drop all four,1
four boats and,1
boats and pull,1
and pull the,1
pull the ship,1
the ship away,1
ship away from,1
away from these,1
from these whales,1
these whales for,1
whales for its,1
for its so,1
its so calm,1
so calm they,1
calm they wont,1
they wont drift,1
wont drift by,1
drift by this,1
this time stubb,1
time stubb was,1
stubb was over,1
side and getting,1
and getting into,1
getting into his,1
into his boat,2
his boat hailed,1
boat hailed the,1
hailed the guernseyman,1
guernseyman to this,1
to this effectthat,1
this effectthat having,1
effectthat having a,1
having a long,1
a long towline,1
long towline in,1
towline in his,1
boat he would,1
would do what,1
what he could,1
he could to,1
could to help,1
to help them,1
help them by,1
them by pulling,1
by pulling out,1
pulling out the,1
out the lighter,1
the lighter whale,1
lighter whale of,1
the two from,1
two from the,1
ships side while,1
side while the,1
while the frenchmans,1
the frenchmans boats,1
frenchmans boats then,1
boats then were,1
then were engaged,1
engaged in towing,1
in towing the,1
towing the ship,1
the ship one,1
ship one way,1
one way stubb,1
way stubb benevolently,1
stubb benevolently towed,1
benevolently towed away,1
towed away at,1
at his whale,1
his whale the,1
other way ostentatiously,1
way ostentatiously slacking,1
ostentatiously slacking out,1
slacking out a,1
out a most,1
unusually long towline,1
long towline presently,1
towline presently a,1
presently a breeze,1
a breeze sprang,1
breeze sprang up,1
sprang up stubb,1
up stubb feigned,1
stubb feigned to,1
feigned to cast,1
to cast off,1
cast off from,1
the whale hoisting,1
whale hoisting his,1
hoisting his boats,1
his boats the,1
boats the frenchman,1
the frenchman soon,1
frenchman soon increased,1
soon increased his,1
increased his distance,1
his distance while,1
distance while the,1
while the pequod,1
the pequod slid,1
pequod slid in,1
slid in between,1
in between him,1
him and stubbs,1
and stubbs whale,1
stubbs whale whereupon,1
whale whereupon stubb,1
whereupon stubb quickly,1
stubb quickly pulled,1
quickly pulled to,1
pulled to the,1
to the floating,1
floating body and,1
body and hailing,1
and hailing the,1
hailing the pequod,1
pequod to give,1
to give notice,1
give notice of,2
notice of his,1
of his intentions,1
his intentions at,1
intentions at once,1
at once proceeded,1
once proceeded to,1
proceeded to reap,1
to reap the,1
reap the fruit,1
the fruit of,1
fruit of his,1
of his unrighteous,1
his unrighteous cunning,1
unrighteous cunning seizing,1
cunning seizing his,1
seizing his sharp,1
his sharp boatspade,1
sharp boatspade he,1
boatspade he commenced,1
he commenced an,1
commenced an excavation,1
an excavation in,1
excavation in the,1
the body a,1
body a little,1
behind the side,1
side fin you,1
fin you would,1
almost have thought,1
have thought he,1
thought he was,1
he was digging,1
was digging a,1
digging a cellar,1
a cellar there,1
cellar there in,1
sea and when,1
and when at,1
at length his,1
length his spade,1
his spade struck,1
spade struck against,1
struck against the,1
against the gaunt,1
the gaunt ribs,1
gaunt ribs it,1
ribs it was,1
was like turning,1
like turning up,1
turning up old,1
up old roman,1
old roman tiles,1
roman tiles and,1
tiles and pottery,1
and pottery buried,1
pottery buried in,1
buried in fat,1
in fat english,1
fat english loam,1
english loam his,1
loam his boats,1
boats crew were,1
crew were all,2
were all in,1
all in high,1
in high excitement,1
high excitement eagerly,1
excitement eagerly helping,1
eagerly helping their,1
helping their chief,1
their chief and,1
chief and looking,1
and looking as,1
looking as anxious,1
as anxious as,1
anxious as goldhunters,1
as goldhunters and,1
goldhunters and all,1
the time numberless,1
time numberless fowls,1
numberless fowls were,1
fowls were diving,1
were diving and,1
diving and ducking,1
and ducking and,1
ducking and screaming,1
and screaming and,1
screaming and yelling,1
and yelling and,1
yelling and fighting,1
and fighting around,1
fighting around them,1
around them stubb,1
them stubb was,1
stubb was beginning,1
was beginning to,1
beginning to look,1
to look disappointed,1
look disappointed especially,1
disappointed especially as,1
especially as the,1
as the horrible,1
the horrible nosegay,1
horrible nosegay increased,1
nosegay increased when,1
increased when suddenly,1
when suddenly from,1
suddenly from out,1
from out the,4
out the very,1
of this plague,1
this plague there,1
plague there stole,1
there stole a,1
stole a faint,1
a faint stream,1
faint stream of,1
stream of perfume,1
of perfume which,1
perfume which flowed,1
which flowed through,1
flowed through the,1
through the tide,1
the tide of,1
tide of bad,1
of bad smells,1
bad smells without,1
smells without being,1
without being absorbed,1
being absorbed by,1
absorbed by it,1
by it as,1
it as one,1
as one river,1
one river will,1
will flow into,1
flow into and,1
into and then,1
and then along,1
then along with,1
along with another,1
with another without,1
another without at,1
at all blending,1
all blending with,1
blending with it,1
with it for,1
a time i,1
time i have,2
i have it,5
have it i,1
it i have,1
have it cried,1
it cried stubb,1
cried stubb with,1
stubb with delight,1
with delight striking,1
delight striking something,1
striking something in,1
in the subterranean,2
the subterranean regions,1
subterranean regions a,1
regions a purse,1
a purse a,1
purse a purse,1
a purse dropping,1
purse dropping his,1
dropping his spade,1
his spade he,1
spade he thrust,1
he thrust both,1
thrust both hands,1
both hands in,1
hands in and,1
in and drew,1
and drew out,1
drew out handfuls,1
out handfuls of,1
handfuls of something,1
of something that,1
something that looked,1
that looked like,1
looked like ripe,1
like ripe windsor,1
ripe windsor soap,1
windsor soap or,1
soap or rich,1
or rich mottled,1
rich mottled old,1
mottled old cheese,1
old cheese very,1
cheese very unctuous,1
very unctuous and,1
unctuous and savory,1
and savory withal,1
savory withal you,1
withal you might,1
you might easily,1
might easily dent,1
easily dent it,1
dent it with,1
it with your,1
with your thumb,1
your thumb it,1
thumb it is,1
of a hue,1
a hue between,1
hue between yellow,1
between yellow and,1
yellow and ash,1
and ash colour,1
ash colour and,1
colour and this,1
and this good,1
this good friends,1
good friends is,1
friends is ambergris,1
is ambergris worth,1
ambergris worth a,1
worth a gold,1
a gold guinea,1
gold guinea an,1
guinea an ounce,1
an ounce to,1
ounce to any,1
to any druggist,1
any druggist some,1
druggist some six,1
some six handfuls,1
six handfuls were,1
handfuls were obtained,1
were obtained but,1
obtained but more,1
but more was,1
more was unavoidably,1
was unavoidably lost,1
unavoidably lost in,1
sea and still,1
still more perhaps,1
more perhaps might,1
perhaps might have,1
have been secured,1
been secured were,1
secured were it,1
not for impatient,1
for impatient ahabs,1
impatient ahabs loud,1
ahabs loud command,1
loud command to,1
command to stubb,1
to stubb to,2
stubb to desist,1
to desist and,1
desist and come,1
and come on,1
on board else,1
board else the,1
else the ship,1
ship would bid,1
would bid them,1
bid them good,1
them good bye,1
good bye chapter,1
bye chapter 92,1
chapter 92 ambergris,1
92 ambergris now,1
ambergris now this,1
now this ambergris,1
this ambergris is,1
ambergris is a,1
very curious substance,1
curious substance and,1
substance and so,1
and so important,1
so important as,1
important as an,1
as an article,1
an article of,1
article of commerce,1
of commerce that,1
commerce that in,1
that in 1791,1
in 1791 a,1
1791 a certain,1
a certain nantucketborn,1
certain nantucketborn captain,1
nantucketborn captain coffin,1
captain coffin was,1
coffin was examined,1
was examined at,1
examined at the,1
at the bar,1
the bar of,1
bar of the,1
the english house,1
english house of,1
house of commons,1
of commons on,1
commons on that,1
on that subject,2
that subject for,1
subject for at,1
for at that,1
that time and,1
time and indeed,1
and indeed until,1
indeed until a,1
until a comparatively,1
comparatively late day,1
